# A. Ravlić, Y. Saito, and W. Nazarewicz in preparation (2025).
# Calculations with axially-deformed RHB+pnQRPA using the DD-PC1 interaction (ver1.0).
# Generated: 2025-11-03 07:18:58
#
# Columns:
#   N          : Neutron number.
#   Z          : Proton number.
#   E(beta)    : Binding energy (MeV) for the min-E configuration
#   beta2      : Mass quadrupole deformation beta2 (dimensionless) at min-E.
#   Q          : beta- Q-value (MeV).
#   HL_log10   : log10 of the total half-life (log10 seconds).
#   FF_percent : % contribution of first-forbidden (FF) transitions to the total decay rate,
#
# N Z E(beta) beta2 Q HL_log10 FF_percent
227 100 -2094.45920000 0.23636514 15.40340000 -2.331717 74.88
228 100 -2095.03830000 0.23284039 14.84260000 -2.354835 73.33
229 100 -2094.94950000 0.22978228 15.60170000 -2.383721 73.40
230 100 -2095.44870000 0.22665245 15.10550000 -2.408592 72.29
231 100 -2095.13450000 0.22252580 16.01410000 -2.444551 73.87
232 100 -2095.64430000 0.22180896 15.29800000 -2.463786 71.97
167 101 -1962.46430000 0.19389843 3.27030000 2.553530 79.58
168 101 -1967.47710000 0.17620360 2.63820000 2.847197 92.15
169 101 -1971.74310000 0.16812212 3.42250000 2.545948 87.18
170 101 -1976.65050000 -0.14938118 2.91970000 2.396469 96.12
171 101 -1981.18730000 -0.14589895 3.41090000 2.342824 43.51
172 101 -1986.57120000 -0.14829600 2.39440000 2.279935 44.58
173 101 -1990.93260000 -0.16394900 3.55840000 2.019109 43.26
174 101 -1995.56460000 -0.18073550 3.48630000 1.969557 50.68
175 101 -1999.59170000 -0.11885875 4.30970000 1.667252 65.99
176 101 -2004.18580000 -0.11133942 3.78870000 1.671609 66.54
177 101 -2008.02640000 -0.10533295 4.69420000 1.412628 74.87
178 101 -2012.47320000 -0.10116177 4.25230000 1.310796 76.51
179 101 -2015.91480000 -0.11679363 5.39160000 1.162042 65.96
180 101 -2019.74210000 -0.06568096 5.17860000 1.054341 53.39
181 101 -2023.14290000 -0.05307092 5.70280000 0.764119 98.24
182 101 -2027.08920000 -0.04463654 5.27650000 0.961020 99.97
183 101 -2030.26680000 -0.01632827 6.04700000 0.917331 99.86
184 101 -2033.99730000 -0.00254635 5.67020000 1.375222 99.74
185 101 -2035.77220000 -0.02037209 7.80380000 0.268288 99.86
186 101 -2038.55220000 -0.00636038 6.95290000 1.567919 79.49
187 101 -2040.45520000 -0.02389976 8.02720000 0.014442 98.12
188 101 -2043.04950000 -0.03885114 7.50950000 -0.005636 96.35
189 101 -2044.92050000 -0.04306527 8.44310000 -0.207188 97.16
190 101 -2048.01000000 0.11327467 7.60370000 -0.190288 83.97
191 101 -2050.37790000 0.13310029 8.23230000 -0.302422 83.66
192 101 -2053.61490000 0.16958361 7.52370000 -0.375430 84.25
193 101 -2056.06080000 0.18185841 8.49130000 -0.464332 84.26
194 101 -2059.23930000 0.19345158 7.90150000 -0.540752 84.67
195 101 -2061.61410000 0.19913998 8.91170000 -0.623444 84.49
196 101 -2064.67710000 0.20285737 8.35120000 -0.686743 84.69
197 101 -2066.89860000 0.21051025 9.36720000 -0.774990 84.69
198 101 -2069.84460000 0.20930360 8.81760000 -0.828540 84.90
199 101 -2071.91740000 0.20800232 9.81870000 -0.911238 86.05
200 101 -2074.72200000 0.21652200 9.25560000 -0.979773 85.29
201 101 -2076.69790000 0.21948310 10.23410000 -1.107985 87.51
202 101 -2079.32160000 0.22454367 9.73700000 -1.134842 85.41
203 101 -2081.08830000 0.22384586 10.76870000 -1.216583 87.65
204 101 -2083.64710000 0.23324506 10.15870000 -1.269348 85.15
205 101 -2085.38160000 0.23678428 11.12320000 -1.342138 85.54
206 101 -2087.68000000 0.24194311 10.69730000 -1.381110 84.54
207 101 -2089.19660000 0.24501232 11.65550000 -1.450041 84.83
208 101 -2091.31960000 0.24780999 11.20230000 -1.486600 84.13
209 101 -2092.55070000 0.24576459 12.24990000 -1.587839 86.28
210 101 -2094.42610000 0.24969444 11.79040000 -1.590519 83.81
211 101 -2095.55280000 0.25127017 12.69290000 -1.660685 84.71
212 101 -2097.26630000 0.25387400 12.27160000 -1.690957 83.24
213 101 -2098.25800000 0.25723367 13.15900000 -1.751172 83.45
214 101 -2099.89860000 0.25906413 12.67480000 -1.784833 82.35
215 101 -2100.80520000 0.26075730 13.57430000 -1.840215 82.64
216 101 -2102.31160000 0.26330175 13.14780000 -1.871522 81.59
217 101 -2103.10580000 0.26596533 14.03100000 -1.921042 81.90
218 101 -2104.45400000 0.26522812 13.65830000 -1.969725 82.74
219 101 -2105.12620000 0.26619817 14.51300000 -2.015278 83.24
220 101 -2106.15220000 0.26387825 14.32460000 -2.045527 82.07
221 101 -2106.46070000 0.25666959 15.27000000 -2.086639 82.09
222 101 -2107.33600000 0.25485209 14.81730000 -2.123582 80.59
223 101 -2107.44190000 0.25423505 15.72260000 -2.163011 80.23
224 101 -2108.28550000 0.24714029 15.11790000 -2.192376 79.00
225 101 -2108.36870000 0.24430827 15.99000000 -2.225132 78.74
226 101 -2109.08060000 0.24091823 15.48750000 -2.251613 77.21
227 101 -2109.09890000 0.23786083 16.30280000 -2.283382 77.30
228 101 -2109.76920000 0.23468635 15.78210000 -2.306620 75.63
229 101 -2109.77220000 0.23174628 16.57180000 -2.318222 75.94
230 101 -2110.36660000 0.23055413 16.11380000 -2.344055 74.64
231 101 -2110.16030000 0.22347950 17.03220000 -2.394107 73.72
232 101 -2110.78820000 0.22328069 16.33690000 -2.416794 72.41
166 102 -1964.95260000 0.20889706 NaN NaN NaN
167 102 -1969.33330000 0.19519170 NaN NaN NaN
168 102 -1974.38360000 0.18162672 NaN NaN NaN
169 102 -1978.78820000 0.16856373 NaN NaN NaN
170 102 -1983.81620000 0.15362115 NaN NaN NaN
171 102 -1988.18360000 -0.14633678 NaN NaN NaN
172 102 -1993.70900000 -0.14950310 1.01540000 5.096368 33.81
173 102 -1998.26890000 -0.16486379 1.85300000 4.097637 62.06
174 102 -2003.11940000 -0.18202408 1.74620000 3.096209 86.82
175 102 -2007.19250000 -0.11877693 2.79170000 2.335001 93.98
176 102 -2011.93860000 -0.11126624 2.12930000 2.401764 61.64
177 102 -2015.94350000 -0.10532289 2.98680000 1.980392 73.13
178 102 -2020.52440000 -0.10147039 2.55650000 1.852581 76.05
179 102 -2024.13870000 -0.11715512 3.64640000 1.557327 70.03
180 102 -2028.06370000 -0.13138044 3.53110000 1.316886 65.05
181 102 -2031.58370000 -0.05307147 4.14140000 1.369312 95.87
182 102 -2035.53180000 -0.04451356 3.62130000 1.425344 99.99
183 102 -2038.88550000 -0.01344904 4.32420000 1.242029 99.97
184 102 -2042.79400000 -0.00073751 3.85930000 1.101060 100.00
185 102 -2044.72310000 -0.02014295 5.94300000 0.627049 99.83
186 102 -2047.70040000 -0.00287701 5.07440000 0.610731 99.55
187 102 -2049.77700000 -0.02314397 6.16800000 0.322669 99.21
188 102 -2052.58160000 -0.04133420 5.61850000 0.300014 95.96
189 102 -2054.83170000 0.06946708 6.56950000 0.060957 94.37
190 102 -2057.82820000 0.08966415 6.13270000 0.072296 89.29
191 102 -2060.35660000 0.15661240 6.79980000 -0.009849 85.08
192 102 -2063.77010000 0.19131818 5.99220000 -0.112835 85.77
193 102 -2066.35880000 0.20529450 7.12310000 -0.261246 86.98
194 102 -2069.74380000 0.20897750 6.49040000 -0.293502 85.54
195 102 -2072.24630000 0.20585124 7.53200000 -0.387819 85.49
196 102 -2075.48380000 0.21570671 6.93580000 -0.458458 85.19
197 102 -2077.88020000 0.21679062 7.93510000 -0.542586 84.85
198 102 -2080.95410000 0.22004104 7.37370000 -0.621155 84.95
199 102 -2083.19560000 0.22590749 8.38300000 -0.769627 84.38
200 102 -2086.15000000 0.22446802 7.83500000 -0.788666 84.84
201 102 -2088.27660000 0.22734054 8.79490000 -0.900335 85.54
202 102 -2091.07500000 0.22992264 8.26660000 -0.951718 84.67
203 102 -2093.02380000 0.23783149 9.27250000 -1.038776 84.89
204 102 -2095.72280000 0.23648574 8.70010000 -1.093237 84.31
205 102 -2097.59530000 0.23782806 9.64610000 -1.172985 84.87
206 102 -2100.07010000 0.24302003 9.17330000 -1.214005 84.06
207 102 -2101.73990000 0.24465023 10.13520000 -1.287428 84.67
208 102 -2104.01860000 0.24719110 9.66530000 -1.328545 84.23
209 102 -2105.43450000 0.24512680 10.66100000 -1.443713 86.74
210 102 -2107.46370000 0.24868313 10.20670000 -1.447229 84.45
211 102 -2108.75590000 0.24928046 11.06010000 -1.521399 85.30
212 102 -2110.63500000 0.25261949 10.65510000 -1.559568 84.23
213 102 -2111.79140000 0.25626761 11.60530000 -1.626981 84.60
214 102 -2113.59750000 0.25842339 11.13230000 -1.661988 83.58
215 102 -2114.67740000 0.26045984 12.01160000 -1.721435 83.97
216 102 -2116.35480000 0.26341620 11.55340000 -1.755699 83.07
217 102 -2117.33030000 0.26625827 12.37010000 -1.809299 83.41
218 102 -2118.85720000 0.26585734 11.98840000 -1.840581 82.70
219 102 -2119.69480000 0.26719522 12.84880000 -1.891121 83.33
220 102 -2120.94870000 0.26568309 12.56960000 -1.919985 82.17
221 102 -2121.37130000 0.25768626 13.60490000 -1.992641 83.43
222 102 -2122.38250000 0.25570403 13.13300000 -2.005451 80.61
223 102 -2122.62140000 0.25502767 14.02820000 -2.049664 80.27
224 102 -2123.57670000 0.24775559 13.43210000 -2.081380 79.06
225 102 -2123.78610000 0.24502459 14.28620000 -2.117529 78.72
226 102 -2124.61970000 0.24157111 13.77680000 -2.145148 77.20
227 102 -2124.76930000 0.23813320 14.57050000 -2.179771 77.40
228 102 -2125.56200000 0.23537403 14.03590000 -2.204247 75.54
229 102 -2125.69840000 0.23259205 14.80360000 -2.235637 75.36
230 102 -2126.41050000 0.22947216 14.33770000 -2.261855 74.25
231 102 -2126.34310000 0.22543011 15.22030000 -2.300591 75.47
232 102 -2127.03740000 0.22538929 14.59210000 -2.321434 74.00
171 103 -1993.94240000 0.14558832 2.77200000 3.141633 94.53
172 103 -1999.33990000 -0.15216904 1.99940000 2.905765 41.40
173 103 -2004.08360000 -0.16593641 2.50100000 2.617101 42.36
174 103 -2009.20220000 -0.18207556 2.30820000 3.145130 100.00
175 103 -2013.28590000 -0.17096339 3.55030000 2.616136 100.00
176 103 -2018.14830000 -0.11325811 2.86420000 2.353494 48.75
177 103 -2022.29890000 -0.10661476 3.68480000 2.004422 49.68
178 103 -2027.00310000 -0.10283229 3.28300000 1.848219 48.83
179 103 -2030.81280000 -0.11840430 4.31870000 1.587927 47.08
180 103 -2034.94310000 -0.13269704 4.16250000 1.363679 45.20
181 103 -2038.37110000 -0.05467092 5.03580000 1.252880 98.70
182 103 -2042.42770000 -0.04577407 4.56580000 1.242304 99.98
183 103 -2045.87130000 -0.01094472 5.19980000 1.056508 99.98
184 103 -2049.88410000 -0.00107352 4.81840000 0.988540 100.00
185 103 -2051.99280000 -0.01974892 6.83350000 1.045212 98.40
186 103 -2055.16300000 -0.00504773 5.96480000 0.636487 98.68
187 103 -2057.41810000 -0.02207188 7.06200000 0.419887 98.62
188 103 -2060.61920000 -0.19548935 6.38600000 0.409173 95.32
189 103 -2063.17890000 -0.20367289 7.29170000 0.574373 87.21
190 103 -2066.37440000 -0.21293971 6.81800000 -0.084617 69.26
191 103 -2068.98030000 0.16880156 7.55560000 0.020827 89.42
192 103 -2072.69990000 0.21216283 6.31370000 -0.093164 89.42
193 103 -2075.45220000 0.21728034 8.74630000 -0.219833 89.96
194 103 -2078.99630000 0.22313966 8.08110000 -0.257959 88.52
195 103 -2081.63760000 0.22888297 8.04520000 -0.326282 88.32
196 103 -2085.03330000 0.22784619 7.97830000 -0.397303 87.16
197 103 -2087.54580000 0.22240814 8.46940000 -0.459470 86.47
198 103 -2090.79660000 0.23001499 7.87700000 -0.540390 86.08
199 103 -2093.20300000 0.22998763 8.78500000 -0.612048 85.38
200 103 -2096.28950000 0.23186618 8.22520000 -0.702685 85.75
201 103 -2098.55960000 0.23257959 9.21310000 -0.801681 86.14
202 103 -2101.51430000 0.23475586 8.67590000 -0.864875 85.66
203 103 -2103.64090000 0.24006302 9.65380000 -0.943433 85.57
204 103 -2106.45940000 0.23874688 9.13270000 -1.010638 85.51
205 103 -2108.46140000 0.24187943 10.08390000 -1.083416 85.81
206 103 -2111.09310000 0.24276138 9.62740000 -1.134931 85.34
207 103 -2112.90190000 0.24351316 10.59210000 -1.200063 85.53
208 103 -2115.31350000 0.24506649 10.12100000 -1.251247 85.36
209 103 -2116.88840000 0.24294140 11.16420000 -1.367827 87.81
210 103 -2119.03400000 0.25373940 10.78740000 -1.364893 86.64
211 103 -2120.50810000 0.25243647 11.66230000 -1.445313 87.45
212 103 -2122.61470000 0.25419468 11.16330000 -1.484624 86.24
213 103 -2123.94780000 0.25587810 12.03980000 -1.555656 86.32
214 103 -2125.90700000 0.25643006 11.52830000 -1.589910 85.16
215 103 -2127.12620000 0.25731252 12.40770000 -1.649645 85.28
216 103 -2128.91840000 0.26383091 11.99090000 -1.679277 84.25
217 103 -2130.06360000 0.26642178 12.79550000 -1.734010 84.65
218 103 -2131.76160000 0.26625542 12.36410000 -1.765455 84.11
219 103 -2132.73630000 0.26768198 13.23480000 -1.819292 85.10
220 103 -2134.19420000 0.26666888 12.87790000 -1.846080 84.39
221 103 -2134.73350000 0.25845399 14.00550000 -1.922230 85.86
222 103 -2135.86760000 0.25664583 13.58610000 -1.928776 83.66
223 103 -2136.22680000 0.25590256 14.48170000 -1.973546 83.55
224 103 -2137.29030000 0.24901104 13.89580000 -2.005303 82.34
225 103 -2137.61450000 0.24639329 14.80230000 -2.041454 82.16
226 103 -2138.55780000 0.24312886 14.31450000 -2.069996 80.43
227 103 -2138.81590000 0.23944965 15.14310000 -2.104715 80.30
228 103 -2139.72000000 0.23719175 14.63710000 -2.130634 78.55
229 103 -2139.96620000 0.23451869 15.42930000 -2.162774 78.28
230 103 -2140.78140000 0.23147566 14.99390000 -2.190482 76.95
231 103 -2140.84750000 0.22685383 15.87590000 -2.252587 76.79
232 103 -2141.63660000 0.22732454 15.28950000 -2.275278 75.60
233 103 -2140.97290000 0.22245449 16.84150000 -2.304347 71.66
234 103 -2141.54170000 0.20191658 15.68220000 -2.332852 70.52
235 103 -2141.25470000 0.17667041 16.67200000 -2.361452 71.39
236 103 -2141.86800000 0.16908100 15.90330000 -2.400231 71.14
237 103 -2141.69780000 0.16025520 16.74650000 -2.426761 72.00
238 103 -2142.22400000 0.15224389 16.12800000 -2.448910 70.25
239 103 -2141.99940000 0.14523455 16.95590000 -2.473865 70.95
240 103 -2142.51280000 0.13812624 16.30730000 -2.495783 69.04
241 103 -2142.26960000 0.13182194 17.14140000 -2.518695 69.45
242 103 -2142.68490000 0.12452057 16.57590000 -2.540322 67.19
243 103 -2142.48830000 -0.12292503 17.26240000 -2.545519 68.72
244 103 -2143.06240000 -0.11980775 16.44560000 -2.568268 67.31
245 103 -2142.75680000 -0.11636188 17.36390000 -2.595296 67.55
246 103 -2143.31960000 -0.11176308 16.59330000 -2.613965 65.87
247 103 -2142.98210000 -0.10420644 17.56510000 -2.634922 65.41
248 103 -2143.32380000 -0.09640752 16.97350000 -2.654220 63.58
170 104 -1995.93240000 0.15871558 NaN NaN NaN
171 104 -2000.55730000 0.14823544 NaN NaN NaN
172 104 -2005.80260000 -0.15281525 NaN NaN NaN
173 104 -2010.72840000 -0.16616043 NaN NaN NaN
174 104 -2016.05420000 -0.18296105 NaN NaN NaN
175 104 -2020.23050000 -0.17248572 NaN NaN NaN
176 104 -2025.20170000 -0.11178994 NaN NaN NaN
177 104 -2029.50410000 -0.10534457 NaN NaN NaN
178 104 -2034.34950000 -0.10201041 1.55680000 2.898495 94.06
179 104 -2038.32360000 -0.11761502 2.56260000 1.962011 99.18
180 104 -2042.62490000 -0.13217876 2.41880000 1.826141 77.89
181 104 -2046.21150000 -0.13995349 3.33700000 1.466983 82.83
182 104 -2050.28910000 -0.00400108 3.03900000 1.378745 80.59
183 104 -2053.92050000 -0.00393246 3.42940000 1.175090 90.36
184 104 -2058.04430000 -0.00074504 3.02760000 1.698224 100.00
185 104 -2060.34580000 -0.01997082 4.94530000 0.790191 99.98
186 104 -2063.69810000 -0.00310748 4.09140000 0.891576 99.99
187 104 -2066.22320000 -0.19062962 5.13830000 0.221611 87.87
188 104 -2069.68860000 -0.19651289 4.71470000 0.271349 79.07
189 104 -2072.41040000 -0.20345805 5.62430000 0.045556 77.60
190 104 -2075.75390000 -0.21119789 5.16260000 0.033474 80.81
191 104 -2078.23160000 -0.22355948 6.18170000 -0.101275 81.07
192 104 -2083.41650000 0.37180697 5.50200000 -0.190164 81.66
193 104 -2086.29540000 0.36822668 6.53600000 -0.321492 82.94
194 104 -2088.90080000 0.25958222 6.94960000 -0.443947 78.96
195 104 -2092.22960000 0.36007384 7.39690000 -0.563279 80.30
196 104 -2095.23320000 0.25318836 6.81980000 -0.298382 89.82
197 104 -2097.89160000 0.25349225 8.17300000 -0.506670 92.40
198 104 -2101.20600000 0.25091261 6.59760000 -0.480290 89.62
199 104 -2103.73270000 0.25360445 8.18910000 -0.614285 88.75
200 104 -2106.99070000 0.24981299 6.85810000 -0.648127 89.31
201 104 -2109.40820000 0.24574952 7.84030000 -0.727468 89.27
202 104 -2112.51270000 0.24925542 7.28760000 -0.797891 88.98
203 104 -2114.81010000 0.24824524 8.22500000 -0.881281 89.25
204 104 -2117.76330000 0.24891765 7.69200000 -0.933974 88.78
205 104 -2119.93850000 0.25029031 8.59620000 -1.027220 89.40
206 104 -2122.71200000 0.24860327 8.13040000 -1.064351 88.84
207 104 -2124.65250000 0.24619803 9.07960000 -1.145939 89.38
208 104 -2127.27060000 0.24803020 8.50520000 -1.197749 89.25
209 104 -2129.03940000 0.24565187 9.55300000 -1.344168 91.57
210 104 -2131.38840000 0.24755186 9.14290000 -1.339148 89.82
211 104 -2132.99600000 0.24665525 10.05030000 -1.430808 90.67
212 104 -2135.20560000 0.24981511 9.59930000 -1.463684 89.65
213 104 -2136.65330000 0.25316625 10.53140000 -1.526563 89.30
214 104 -2138.75190000 0.25489855 10.01510000 -1.565354 88.74
215 104 -2140.12730000 0.25730011 10.87090000 -1.626138 88.86
216 104 -2142.07710000 0.26018067 10.41250000 -1.663983 88.24
217 104 -2143.34370000 0.26331186 11.25420000 -1.722524 88.45
218 104 -2145.18910000 0.26380330 10.84650000 -1.762734 88.25
219 104 -2146.29010000 0.26628207 11.76110000 -1.834906 89.20
220 104 -2147.95700000 0.26559690 11.31770000 -1.856764 88.37
221 104 -2148.67170000 0.25643665 12.44080000 -1.946540 89.35
222 104 -2149.92650000 0.25370804 12.09760000 -1.951314 87.31
223 104 -2150.40410000 0.25425444 12.99400000 -1.989671 86.84
224 104 -2151.63480000 0.24619434 12.35460000 -2.027593 86.02
225 104 -2152.09030000 0.24417610 13.27980000 -2.062079 85.57
226 104 -2153.17700000 0.24085348 12.76830000 -2.089901 84.43
227 104 -2153.57510000 0.23829471 13.58930000 -2.125643 84.38
228 104 -2154.61350000 0.23543813 13.06500000 -2.152351 83.08
229 104 -2154.99330000 0.23332033 13.83620000 -2.185708 82.83
230 104 -2155.94140000 0.23029969 13.36660000 -2.216612 82.08
231 104 -2156.14410000 0.22656843 14.22380000 -2.267629 83.17
232 104 -2157.03240000 0.22715995 13.64620000 -2.144027 72.63
233 104 -2156.44190000 0.22225031 15.18050000 -2.174129 73.09
234 104 -2157.14470000 0.19883012 13.98110000 -2.235122 72.08
235 104 -2156.98930000 0.17924537 15.02380000 -2.274885 74.00
236 104 -2157.66230000 0.17165209 14.27860000 -2.301775 71.98
237 104 -2157.57000000 0.16200988 15.10520000 -2.330036 72.74
238 104 -2158.17330000 0.15456276 14.47250000 -2.352768 70.63
239 104 -2158.03810000 0.14711870 15.26790000 -2.379441 71.23
240 104 -2158.62900000 0.13995137 14.60380000 -2.402271 68.99
241 104 -2158.47880000 0.13338684 15.42200000 -2.426854 69.25
242 104 -2158.96870000 0.12645195 14.88290000 -2.449607 66.72
243 104 -2158.72600000 0.12139068 15.70210000 -2.470478 65.91
244 104 -2159.33870000 -0.11810601 14.93170000 -2.479041 66.59
245 104 -2159.13090000 -0.11472285 15.66690000 -2.506736 66.74
246 104 -2159.76520000 -0.11037417 14.92000000 -2.526409 64.93
247 104 -2159.51530000 -0.10273735 15.86990000 -2.548827 64.40
248 104 -2159.93110000 -0.09487099 15.28600000 -2.568540 62.39
177 105 -2035.12430000 -0.10454522 2.74250000 3.439525 12.40
178 105 -2040.10420000 -0.10282838 2.36350000 3.554395 71.62
179 105 -2044.26170000 -0.11794598 3.32500000 2.265840 98.77
180 105 -2048.76650000 -0.13277979 3.12530000 1.996555 33.19
181 105 -2052.54610000 -0.14021918 4.00010000 1.759944 46.09
182 105 -2056.56790000 -0.04377235 3.93550000 1.782749 28.75
183 105 -2060.28990000 -0.00797315 4.36520000 1.555652 20.58
184 105 -2064.50910000 -0.00134851 3.99950000 0.886730 100.00
185 105 -2067.00750000 -0.01993184 5.83700000 0.649672 100.00
186 105 -2070.57950000 -0.18476554 4.93010000 0.882912 59.13
187 105 -2073.62130000 -0.19151291 5.72730000 0.512891 75.73
188 105 -2077.25270000 -0.19730222 5.30510000 0.232037 85.88
189 105 -2080.13450000 -0.20327594 6.22930000 0.202484 79.39
190 105 -2083.63130000 -0.21018222 5.78670000 0.172456 79.23
191 105 -2088.13650000 0.38014580 6.63070000 -0.002933 82.31
192 105 -2092.04940000 0.37940661 5.98840000 -0.055540 80.56
193 105 -2095.06840000 0.38377163 7.00070000 -0.334731 83.85
194 105 -2098.84450000 0.37639053 6.41920000 -0.363466 81.43
195 105 -2101.27100000 0.36355750 7.88660000 -0.476561 82.28
196 105 -2105.28260000 0.37419646 6.89670000 -0.464355 81.47
197 105 -2107.02160000 0.35935915 8.88790000 -0.491548 90.73
198 105 -2111.13980000 0.37275603 7.64660000 -0.501296 88.21
199 105 -2113.06680000 0.26490643 9.11230000 -0.507008 89.20
200 105 -2116.46650000 0.26772221 8.31460000 -0.553440 89.05
201 105 -2119.01830000 0.26591367 8.82120000 -0.643424 89.22
202 105 -2122.25310000 0.26458267 7.86390000 -0.700191 88.88
203 105 -2124.67330000 0.25976789 8.72900000 -0.770473 88.88
204 105 -2127.75270000 0.26023933 8.18410000 -0.833692 88.99
205 105 -2130.06040000 0.25896426 9.08190000 -0.922999 89.59
206 105 -2132.95010000 0.25297624 8.61890000 -0.952813 88.57
207 105 -2134.99380000 0.24795314 9.59710000 -1.034552 89.15
208 105 -2137.81040000 0.24968188 8.92220000 -1.087900 89.04
209 105 -2139.74930000 0.24696839 9.94900000 -1.243216 91.70
210 105 -2142.26430000 0.24788254 9.52480000 -1.239513 89.96
211 105 -2144.02290000 0.24604346 10.43250000 -1.339039 91.03
212 105 -2146.40270000 0.24865077 9.94790000 -1.372408 90.05
213 105 -2147.98500000 0.25126771 10.92620000 -1.438525 89.47
214 105 -2150.21620000 0.25196768 10.43610000 -1.476290 89.00
215 105 -2151.70760000 0.25377737 11.33540000 -1.535444 88.93
216 105 -2153.81590000 0.26150332 10.88480000 -1.574266 89.43
217 105 -2155.25360000 0.26279043 11.67660000 -1.635402 89.50
218 105 -2157.26920000 0.26183265 11.20130000 -1.680632 89.23
219 105 -2158.49270000 0.26315123 12.12770000 -1.760398 90.09
220 105 -2160.33050000 0.26138681 11.62790000 -1.783615 89.22
221 105 -2161.24210000 0.25437252 12.76770000 -1.873821 90.34
222 105 -2162.61610000 0.25089718 12.48460000 -1.883327 88.56
223 105 -2163.20740000 0.24822919 13.40410000 -1.930636 88.49
224 105 -2164.58810000 0.24401891 12.75850000 -1.958947 87.25
225 105 -2165.16330000 0.24339386 13.71980000 -2.001442 86.56
226 105 -2166.38240000 0.24010893 13.22610000 -2.037096 85.78
227 105 -2166.89650000 0.23805352 14.06710000 -2.077909 85.98
228 105 -2168.04750000 0.23519522 13.58870000 -2.109498 85.03
229 105 -2168.52600000 0.23040742 14.40130000 -2.145454 85.04
230 105 -2169.58590000 0.22722158 13.96870000 -2.157312 83.17
231 105 -2169.89660000 0.22386865 14.86210000 -2.210566 84.12
232 105 -2170.84040000 0.22378079 14.39630000 -2.087288 74.09
233 105 -2170.34380000 0.21991668 15.98470000 -2.118511 74.26
234 105 -2171.23110000 0.19845904 14.68750000 -2.170633 74.52
235 105 -2171.15890000 0.18117703 15.74300000 -2.232818 76.62
236 105 -2171.89320000 0.17416975 15.09540000 -2.260840 74.39
237 105 -2171.86380000 0.16479715 15.92910000 -2.288182 75.23
238 105 -2172.52400000 0.15778689 15.33560000 -2.311867 72.87
239 105 -2172.45080000 0.15029190 16.19190000 -2.338109 73.50
240 105 -2173.11880000 0.14144187 15.58510000 -2.330278 72.57
241 105 -2173.06960000 0.13494368 16.35810000 -2.355278 72.93
242 105 -2173.64610000 0.12862032 15.80380000 -2.381024 69.65
243 105 -2173.48840000 0.12374095 16.59740000 -2.403068 68.51
244 105 -2174.01580000 -0.11687940 15.98340000 -2.424855 67.12
245 105 -2173.90320000 -0.11376689 16.68330000 -2.462127 66.69
246 105 -2174.60320000 -0.10969348 15.91320000 -2.483294 64.77
247 105 -2174.43510000 -0.10223170 16.78200000 -2.506569 64.24
248 105 -2174.91790000 -0.09458276 16.21870000 -2.528707 62.21
176 106 -2037.08480000 -0.10965629 NaN NaN NaN
177 106 -2041.68570000 -0.10346762 NaN NaN NaN
178 106 -2046.80470000 -0.10135378 NaN NaN NaN
179 106 -2051.10980000 -0.11651754 NaN NaN NaN
180 106 -2055.76420000 -0.13165511 1.41010000 3.281067 67.38
181 106 -2059.72140000 -0.13905577 2.28850000 2.667782 78.43
182 106 -2063.87310000 -0.14495409 2.27360000 2.526744 71.38
183 106 -2067.72660000 -0.00159247 2.74020000 1.127583 81.78
184 106 -2072.06250000 -0.00072909 2.17220000 3.185686 99.97
185 106 -2074.72760000 -0.01942168 3.91400000 0.960282 82.94
186 106 -2078.56660000 -0.18481371 3.10370000 0.982431 78.98
187 106 -2081.77580000 -0.19170087 4.05780000 0.695582 83.82
188 106 -2085.58180000 -0.19779497 3.62620000 0.742092 79.50
189 106 -2088.63600000 -0.20354395 4.54550000 0.448164 85.46
190 106 -2093.98520000 0.40575212 2.41160000 0.540184 77.84
191 106 -2097.25580000 0.39888720 5.14030000 0.369161 80.41
192 106 -2101.28710000 0.39398933 4.53270000 0.270234 81.51
193 106 -2104.48170000 0.38889999 5.56780000 0.078151 84.24
194 106 -2108.37560000 0.38546875 5.00130000 0.028164 83.71
195 106 -2111.39730000 0.38904352 6.02900000 -0.137343 84.39
196 106 -2115.12750000 0.37978109 5.44140000 -0.192419 85.00
197 106 -2118.00440000 0.37672575 6.40760000 -0.340911 86.23
198 106 -2121.39710000 0.37782718 6.01840000 -0.387649 85.29
199 106 -2123.99910000 0.37955400 6.98240000 -0.490464 85.27
200 106 -2127.05750000 0.37423960 6.69830000 -0.623265 79.43
201 106 -2129.33500000 0.35862838 7.61410000 -0.747035 81.68
202 106 -2132.62030000 0.27958635 6.64690000 -0.493228 87.66
203 106 -2135.15480000 0.27942914 7.24790000 -0.610172 88.51
204 106 -2138.36030000 0.26846826 6.70000000 -0.625940 88.45
205 106 -2140.78700000 0.26322988 7.56580000 -0.719516 89.31
206 106 -2143.80890000 0.25995142 7.06530000 -0.757157 89.15
207 106 -2145.95060000 0.25222217 8.11030000 -0.858830 89.42
208 106 -2148.91630000 0.25411080 7.48980000 -0.902049 89.98
209 106 -2151.00710000 0.25087805 8.45840000 -1.071334 92.55
210 106 -2153.67340000 0.25086242 8.03830000 -1.066907 90.93
211 106 -2155.56860000 0.24771872 8.95780000 -1.176858 91.94
212 106 -2158.12920000 0.25043775 8.39920000 -1.210908 90.83
